GLIMMER (ver. 3.02; iterated)  predictions:
 orfID      start     end  frame  score
orf05570  4623727  4623125  -2     4.10
orf05573  4625121  4624261  -1     8.12
orf05574  4626310  4625204  -2     7.75
orf05575  4627001  4626303  -3    11.76
orf05576  4628363  4627257  -3     9.89
orf05577  4629812  4628364  -3    10.92
orf05578  4630834  4630016  -2     9.25
orf05579  4631716  4630904  -2     8.79
orf05580  4633467  4631713  -1    10.52
orf05582  4634858  4633464  -3     8.71
orf05583  4635053  4636006  +2    10.38
orf05584  4636116  4636847  +3     8.64
orf05585  4637092  4636892  -2    12.07
orf05586  4637419  4638201  +1    11.70
orf05587  4638366  4639088  +3     4.86
orf05588  4639165  4639299  +1     5.11
orf05589  4641842  4639434  -3     8.69
orf05590  4643357  4641861  -3     9.04
orf05591  4644438  4643404  -1     8.14
orf05592  4645560  4644457  -1     8.66
orf05593  4647472  4645535  -2     7.40
orf05595  4649408  4648464  -3    11.07
orf05596  4654703  4655134  +2    12.84
orf05598  4657275  4657955  +3     5.71
orf05599  4658051  4659046  +2     3.87
orf05600  4659446  4659033  -3    10.34
orf05601  4660906  4659554  -2    11.92
orf05602  4661181  4661414  +3     8.72
orf05603  4661871  4661527  -1    10.69
orf05604  4663314  4662124  -1     9.09
orf05605  4663805  4663311  -3    11.06
orf05606  4663926  4664918  +3     9.40
orf05607  4665028  4665867  +1     4.93
orf05608  4666148  4665897  -3    10.42
orf05609  4666266  4667417  +3     5.29
orf05610  4668141  4667602  -1    11.70
orf05611  4668386  4668210  -3    12.78
orf05612  4668552  4668935  +3    11.28
orf05613  4669600  4668977  -2     8.16
orf05614  4669890  4671215  +3     8.41
orf05615  4671741  4671274  -1     6.16
orf05616  4671860  4672573  +2     7.32
orf05617  4672744  4672875  +1     1.34
orf05618  4672921  4674297  +1     9.14
orf05619  4674718  4674335  -2    11.42
orf05620  4674814  4675557  +1     3.90
orf05621  4675608  4676201  +3    10.07
orf05622  4676349  4677185  +3     4.44
orf05623  4678178  4677291  -3    12.97
orf05625  4680011  4678287  -3    13.44
orf05626  4680155  4680760  +2     6.68
orf05627  4682327  4680843  -3    15.19
orf05628  4683100  4682474  -2     9.99
orf05630  4683504  4683187  -1     7.34
orf05631  4684007  4683501  -3     9.88
orf05633  4685342  4684131  -3    10.19
orf05634  4685802  4686791  +3    10.61
orf05637  4691196  4686910  -1    10.91
orf05638  4692875  4691220  -3     6.57
orf05639  4693319  4693798  +2    10.16
orf05641  4693974  4695221  +3     8.90
orf05642  4696119  4695232  -1     8.30
orf05643  4696199  4696660  +2    10.01
orf05644  4697042  4696689  -3    13.29
orf05645  4697289  4697149  -1     1.97
orf05647  4697454  4698017  +3     5.19
orf05648  4698477  4698124  -1    12.79
orf05649  4699385  4698519  -3    12.03
orf05650  4699868  4699629  -3    14.87
orf05651  4700220  4701290  +3     7.21
orf05652  4701521  4701694  +2     3.84
orf05653  4701749  4702408  +2     6.83
orf05654  4702392  4703189  +3     7.15
orf05655  4703711  4703370  -3    10.42
orf05656  4704744  4703947  -1     8.40
orf05657  4706701  4705043  -2     5.06
orf05658  4706788  4707258  +1     7.89
orf05659  4707283  4707891  +1     3.56
orf05660  4708611  4707943  -1    11.42
orf05661  4709402  4708725  -3     3.49
orf05663  4710295  4709501  -2     8.54
orf05664  4710656  4710348  -3    14.70
orf05665  4710863  4711099  +2    13.57
orf05666  4711534  4711749  +1     9.91
orf05667  4712812  4711811  -2     7.46
orf05669  4712933  4713424  +2    11.45
orf05670  4713924  4713445  -1     7.03
orf05672  4714487  4715116  +2    10.34
orf05673  4716107  4715343  -3    12.40
orf05674  4716849  4716217  -1    11.59
orf05675  4717361  4716921  -3    11.46
orf05676  4717509  4718480  +3    12.25
orf05677  4718498  4718764  +2     7.63
orf05678  4719137  4719574  +2     3.71
orf05679  4719982  4719680  -2     8.16
orf05681  4720101  4720676  +3     7.61
orf05682  4721445  4720714  -1     8.83
orf05683  4721573  4722346  +2     7.23
orf05685  4722764  4722369  -3     4.64
orf05686  4722945  4723499  +3     4.26
orf05687  4723574  4724053  +2     5.82
orf05689  4724970  4724074  -1     8.26
orf05691  4725160  4726143  +1     5.99
orf05692  4726842  4726180  -1     9.02
orf05693  4727268  4726966  -1    10.87
orf05694  4728590  4727334  -3     9.11
orf05695  4728955  4729185  +1     1.58
orf05696  4729449  4729778  +3     8.54
orf05697  4729778  4730524  +2     4.89
orf05698  4732277  4730880  -3     9.22
orf05699  4732757  4732326  -3    12.02
orf05700  4733967  4732747  -1    12.06
orf05701  4735259  4733967  -3    10.99
orf05702  4736060  4735275  -3    13.01
orf05703  4737105  4736299  -1    13.61
orf05704  4737990  4737178  -1    14.54
orf05705  4738679  4738014  -3    13.38
orf05706  4739697  4738672  -1    11.07
orf05707  4739908  4740048  +1     1.96
orf05708  4740573  4740229  -1     5.27
orf05709  4741036  4740728  -2     4.97
orf05710  4741384  4741040  -2     7.25
orf05711  4742264  4741881  -3    12.42
orf05712  4742671  4742306  -2    11.05
orf05713  4743441  4743202  -1     5.57
orf05714  4743909  4743571  -1     0.84
orf05715  4744340  4743951  -3     4.16
orf05716  4745100  4744870  -1     6.32
orf05717  4745683  4745153  -2     8.85
orf05718  4745827  4746474  +1     5.95
orf05719  4747544  4746531  -3    11.22
orf05721  4748517  4747567  -1    11.17
orf05722  4749011  4748763  -3    12.11
orf05724  4749210  4749025  -1    12.45
orf05725  4750070  4749357  -3     6.50
orf05726  4751206  4750658  -2     7.16
orf05727  4751932  4751210  -2     9.14
orf05728  4753855  4752071  -2    14.34
orf05729  4754124  4754008  -1     2.90
orf05730  4755302  4754130  -3    12.44
orf05731  4757705  4755324  -3    10.10
orf05733  4757941  4758087  +1     9.82
orf05734  4758175  4759014  +1     9.63
orf05735  4759954  4759037  -2     9.93
orf05736  4760509  4760264  -2    10.92
orf05737  4760860  4760558  -2    13.61
orf05738  4762947  4760938  -1    10.73
orf05739  4763127  4763885  +3     8.25
orf05740  4765814  4763916  -3    11.49
orf05741  4766240  4766070  -3     2.15
orf05742  4767492  4766320  -1    10.64
orf05743  4768928  4767612  -3     9.00
orf05744  4770339  4769524  -1    13.93
orf05746  4771251  4770469  -1     9.18
orf05747  4771564  4771280  -2     7.78
orf05748  4771842  4772735  +3     8.22
orf05749  4773067  4773453  +1     5.38
orf05750  4773842  4773702  -3     8.71
orf05751  4775021  4773939  -3     6.71
orf05752  4775741  4775034  -3     5.66
orf05753  4775952  4775731  -1    10.17
orf05754  4776117  4776908  +3     3.44
orf05755  4777579  4776965  -2    10.59
orf05756  4777983  4778426  +3     5.92
orf05757  4778457  4778918  +3     8.25
orf05758  4779283  4779948  +1     7.44
orf05759  4779926  4781368  +2     6.47
orf05760  4781508  4782410  +3     8.64
orf05761  4784086  4782452  -2     7.81
orf05762  4784521  4785339  +1     7.90
orf05763  4785753  4787444  +3     9.99
orf05764  4787562  4787879  +3    12.52
orf05765  4789570  4787927  -2    11.67
orf05767  4790424  4789726  -1    11.03
orf05768  4790886  4790476  -1    11.51
orf05769  4791433  4790999  -2     6.44
orf05771  4792796  4791597  -3     6.99
orf05772  4793293  4792784  -2     9.19
orf05773  4793705  4795138  +2     9.61
orf05774  4795351  4795791  +1     8.36
orf05775  4796110  4796307  +1     4.54
orf05776  4796607  4796323  -1     4.21
orf05777  4796695  4796573  -2     1.62
orf05778  4797303  4796725  -1    12.28
orf05780  4797377  4797700  +2     5.70
orf05781  4797754  4798260  +1     9.36
orf05782  4798408  4798680  +1     6.16
orf05783  4798779  4799576  +3     3.17
orf05785  4800802  4799621  -2    10.93
orf05787  4802329  4801148  -2    11.27
orf05788  4804065  4802626  -1    11.07
orf05789  4805830  4804400  -2    11.85
orf05790  4806113  4806751  +2    13.87
orf05791  4808773  4806794  -2    12.42
orf05793  4809573  4808824  -1    10.41
orf05794  4811194  4809530  -2     7.69
orf05795  4812318  4811506  -1    10.32
orf05796  4813267  4812428  -2    14.67
orf05798  4814498  4813284  -3     9.81
orf05799  4814821  4815165  +1     9.62
orf05800  4815601  4816041  +1     8.18
orf05801  4816086  4817264  +3     9.86
orf05802  4818833  4817574  -3    12.04
orf05803  4820115  4819198  -1    12.39
orf05804  4820899  4820504  -2     7.35
orf05805  4822568  4821066  -3     9.03
orf05806  4823652  4822594  -1     9.04
orf05808  4823943  4824377  +3     4.21
orf05810  4824374  4824730  +2     7.24
orf05811  4824997  4824758  -2     5.86
orf05812  4825291  4825076  -2     8.24
orf05813  4825964  4825449  -3     8.02
orf05814  4826512  4826108  -2     4.89
orf05815  4827524  4826562  -3     4.86
orf05816  4827960  4828925  +3     8.30
orf05817  4829902  4829150  -2     4.37
orf05819  4830963  4829899  -1     3.87
orf05820  4831802  4830960  -3     4.46
orf05821  4833009  4831996  -1     9.75
orf05822  4834101  4833424  -1     5.33
orf05823  4835457  4834990  -1    12.51
orf05824  4835512  4835625  +1     3.62
orf05825  4838132  4835706  -3    10.72
orf05826  4839017  4838274  -3    11.52
orf05827  4839409  4839176  -2    12.80
orf05828  4840196  4839504  -3    10.32
orf05830  4840567  4840193  -2     9.05
orf05831  4840837  4841787  +1     6.41
orf05832  4842787  4842275  -2     6.14
orf05833  4843403  4842945  -3     8.05
orf05835  4843848  4843714  -1     1.98
orf05836  4844629  4843820  -2     3.69
orf05837  4845433  4844804  -2     3.62
orf05838  4845971  4845621  -3    11.18
orf05839  4846116  4846592  +3     5.43
orf05840  4846771  4846658  -2     8.12
orf05842  4847043  4846831  -1     2.16
orf05843  4847180  4847049  -3     1.61
orf05844  4847536  4847291  -2     3.59
orf05845  4847689  4847892  +1     7.57
orf05846  4847911  4848648  +1     6.26
orf05847  4849059  4849250  +3    11.45
orf05848  4849347  4849934  +3     3.56
orf05849  4849927  4851498  +1     3.35
orf05851  4851553  4852041  +1     2.95
orf05852  4852458  4853768  +3     4.53
orf05853  4853740  4854237  +1     4.33
orf05854  4854297  4855337  +3    10.03
orf05855  4855424  4856404  +2     8.57
orf05857  4857338  4856472  -3     6.20
orf05858  4858366  4857461  -2     3.50
orf05859  4859805  4858510  -1     9.37
orf05860  4861365  4859836  -1     9.52
orf05861  4862117  4861362  -3    11.59
orf05862  4863334  4862150  -2    12.67
orf05863  4864478  4863474  -3     8.17
orf05864  4865533  4864505  -2     6.04
orf05865  4865915  4865670  -3     4.40
orf05867  4867232  4865925  -3     7.71
orf05868  4867772  4867978  +2    11.45
orf05870  4868015  4868557  +2     3.36
orf05871  4868588  4869064  +2     8.65
orf05872  4869065  4870081  +2     9.42
orf05873  4870078  4870428  +1    11.34
orf05874  4870440  4870646  +3     5.07
orf05875  4870667  4871536  +2     6.30
orf05876  4871778  4872359  +3    10.40
orf05877  4872931  4872683  -2    10.81
orf05878  4873905  4872955  -1     6.62
orf05879  4874948  4873995  -3    10.08
orf05880  4875833  4874952  -3     8.87
orf05881  4876312  4875854  -2     8.58
orf05882  4877347  4876541  -2    11.70
orf05883  4878466  4877510  -2    14.52
orf05884  4880062  4878551  -2     8.07
orf05885  4880714  4880202  -3     6.31
orf05886  4881388  4880738  -2    11.21
orf05887  4882268  4881456  -3     9.86
orf05888  4883222  4882293  -3    10.63
orf05889  4883759  4883379  -3    10.17
orf05890  4884323  4883874  -3     7.73
orf05892  4887259  4884383  -2    10.53
orf05894  4889241  4887265  -1    12.01
orf05895  4890442  4889402  -2     4.01
orf05896  4891360  4890977  -2     1.47
orf05898  4892074  4891454  -2     6.27
orf05899  4892832  4892071  -1     9.46
orf05901  4893063  4892932  -1     6.37
orf05902  4893568  4893176  -2     3.65
orf05904  4893786  4893565  -1     7.01
orf05905  4893996  4893799  -1     7.82
orf05906  4895353  4894331  -2    10.77
orf05907  4895504  4896397  +2     6.68
orf05908  4896449  4896814  +2     5.49
orf05910  4896819  4897364  +3     8.45
orf05911  4897630  4899264  +1     6.81
orf05912  4899680  4899423  -3    11.25
orf05913  4901460  4899745  -1     9.67
orf05914  4902956  4901772  -3     8.74
orf05915  4904502  4903066  -1    11.80
orf05916  4905514  4904621  -2     9.88
orf05917  4906148  4905504  -3    11.51
orf05919  4906800  4906477  -1    10.08
orf05920  4907213  4907055  -3     0.62
orf05921  4908217  4907237  -2    11.54
orf05922  4908380  4908261  -3     4.09
orf05923  4910987  4908480  -3    12.63
orf05925  4911806  4911264  -3     9.79
orf05926  4911831  4911965  +3     0.63
orf05927  4912333  4912130  -2    13.72
orf05928  4913026  4912454  -2     5.40
orf05929  4914507  4913158  -1     6.18
orf05930  4915945  4914635  -2    13.38
orf05931  4916511  4916197  -1     6.22
orf05933  4917527  4916685  -3    12.68
orf05934  4917767  4918402  +2     5.60
orf05935  4918477  4919604  +1     5.92
orf05936  4920753  4919638  -1    13.05
orf05937  4922198  4920828  -3     6.57
orf05938  4922688  4923761  +3     8.98
orf05939  4923962  4924699  +2     5.80
orf05940  4924804  4927479  +1     8.34
orf05941  4928110  4927697  -2     4.33
orf05942  4928300  4929481  +2     7.31
orf05943  4930224  4929520  -1    12.45
orf05944  4931599  4930274  -2    12.22
orf05945  4931926  4931603  -2    12.15
orf05946  4933417  4932110  -2    10.37
orf05947  4933736  4933434  -3    11.11
orf05948  4934120  4935202  +2     3.46
orf05949  4935230  4935601  +2     5.23
orf05950  4936029  4935712  -1    10.82
orf05951  4937340  4936039  -1     8.33
orf05952  4937657  4937355  -3     7.65
orf05953  4937882  4939099  +2    11.63
orf05954  4939248  4940405  +3     3.78
orf05955  4940448  4940828  +3    10.88
orf05956  4942869  4940869  -1     9.78
orf05957  4943005  4943889  +1     6.88
orf05958  4945022  4943937  -3     8.71
orf05960  4945420  4945271  -2     8.29
orf05961  4946422  4945490  -2     9.43
orf05962  4946817  4946479  -1     9.24
orf05963  4947162  4947013  -1     5.30
orf05964  4947416  4948771  +2     4.87
orf05965  4948764  4949789  +3     5.13
orf05966  4950180  4951538  +3     5.92
orf05968  4953400  4951640  -2    12.58
orf05969  4955358  4953700  -1    12.00
orf05970  4955656  4955973  +1     6.93
orf05972  4956528  4956037  -1     4.67
orf05973  4956944  4956579  -3    11.00
orf05975  4957491  4959419  +3     8.60
orf05977  4959942  4960814  +3     5.63
orf05979  4961025  4961186  +3     2.95
orf05980  4961263  4961481  +1     3.74
orf05981  4961748  4962773  +3     4.18
orf05983  4963119  4964330  +3    11.71
orf05984  4964812  4965342  +1     7.26
orf05985  4965339  4965995  +3     5.30
orf05986  4966123  4966533  +1     3.46
orf05987  4966811  4966677  -3     4.86
orf05988  4968569  4967052  -3    10.14
orf05989  4969235  4970107  +2    11.50
orf05990  4970187  4970489  +3     4.11
orf05991  4971959  4970580  -3     9.23
orf05992  4973526  4971973  -1     5.53
orf05993  4974020  4973532  -3     7.85
orf05994  4974178  4975797  +1     7.52
orf05995  4975781  4978537  +2     6.65
orf05996  4979200  4978715  -2     7.40
orf05997  4979311  4979535  +1     6.60
orf05998  4979591  4979806  +2     7.85
orf06000  4980224  4979826  -3    11.93
orf06001  4980419  4980925  +2     4.22
orf06002  4981451  4980981  -3     8.84
orf06004  4982371  4981670  -2    11.05
orf06005  4983684  4982485  -1    11.21
orf06006  4984361  4983681  -3    10.42
orf06007  4985551  4984358  -2    12.44
orf06008  4985917  4986108  +1     1.71
orf06009  4986109  4986621  +1     4.40
orf06010  4988060  4986726  -3    11.38
orf06011  4989114  4988080  -1     9.29
orf06012  4989893  4989111  -3     5.53
orf06013  4991390  4989960  -3     7.83
orf06014  4992073  4991402  -2     6.76
orf06015  4993193  4992201  -3    10.18
orf06016  4994282  4993371  -3     9.51
orf06018  4995664  4995230  -2    11.80
orf06019  4996118  4995978  -3     1.75
orf06020  4996302  4997417  +3    12.89
orf06021  4999105  4997456  -2     7.40
orf06022  4999927  4999121  -2     3.17
orf06023  5001207  4999924  -1    10.85
orf06024  5003972  5001282  -3     3.69
orf06025  5005778  5004126  -3     4.71
orf06026  5006269  5005880  -2     4.93
orf06027  5008886  5006319  -3     5.56
orf06028  5009146  5008883  -2     4.42
orf06029  5010697  5009399  -2     4.89
orf06030  5011889  5010648  -3     4.23
orf06032  5013184  5012183  -2    10.24
orf06033  5013552  5013346  -1    12.34
orf06034  5014403  5014023  -3     8.74
orf06035  5014693  5014559  -2     7.97
orf06036  5015740  5014835  -2    11.14
orf06037  5016606  5015902  -1     7.47
orf06038  5017448  5016606  -3    10.58
orf06040  5018043  5017630  -1     9.20
orf06041  5018637  5018128  -1     8.06
orf06042  5019784  5018765  -2     9.41
orf06043  5021296  5019992  -2    11.24
orf06044  5022040  5021336  -2     4.74
orf06045  5022328  5022092  -2     5.08
orf06046  5024214  5022694  -1     7.04
orf06048  5025709  5024216  -2     7.79
orf06049  5027568  5025706  -1     9.13
orf06051  5027912  5027598  -3     9.53
orf06052  5028429  5027905  -1     6.21
orf06053  5028845  5028426  -3     4.95
orf06054  5029872  5028871  -1     7.25
orf06055  5030972  5029872  -3     5.07
orf06056  5031930  5030977  -1    12.22
orf06058  5032445  5031927  -3     6.64
orf06059  5032804  5032436  -2     8.11
orf06060  5033095  5035824  +1     4.62
